gender,city,age,education,profession,annual_income
[ANY-GENDER],[Italy],[25-88],[ANY-EDUCATION],[ANY-JOB],45249
[ANY-GENDER],[Italy],[25-88],[ANY-EDUCATION],[ANY-JOB],109152
[ANY-GENDER],[Italy],[25-88],[ANY-EDUCATION],[ANY-JOB],33769
[ANY-GENDER],[North],[26-75],[ANY-EDUCATION],[ANY-JOB],31463
[ANY-GENDER],[North],[26-75],[ANY-EDUCATION],[ANY-JOB],20533
[ANY-GENDER],[North],[26-75],[ANY-EDUCATION],[ANY-JOB],54316
[ANY-GENDER],[Italy],[40-75],[ANY-EDUCATION],[ANY-JOB],26599
[ANY-GENDER],[Italy],[40-75],[ANY-EDUCATION],[ANY-JOB],33873
[ANY-GENDER],[Italy],[40-75],[ANY-EDUCATION],[ANY-JOB],83553
[ANY-GENDER],[Italy],[36-87],[ANY-EDUCATION],[ANY-JOB],64684
[ANY-GENDER],[Italy],[36-87],[ANY-EDUCATION],[ANY-JOB],56586
[ANY-GENDER],[Italy],[36-87],[ANY-EDUCATION],[ANY-JOB],27662
female,[Italy],[18-67],High School,[Arts],28702
female,[Italy],[18-67],High School,[Arts],35403
female,[Italy],[18-67],High School,[Arts],45432
[ANY-GENDER],[Italy],[21-90],[ANY-EDUCATION],[ANY-JOB],34808
[ANY-GENDER],[Italy],[21-90],[ANY-EDUCATION],[ANY-JOB],21005
[ANY-GENDER],[Italy],[21-90],[ANY-EDUCATION],[ANY-JOB],39297
[ANY-GENDER],[Italy],[21-83],High School,[ANY-JOB],28988
[ANY-GENDER],[Italy],[21-83],High School,[ANY-JOB],33384
[ANY-GENDER],[Italy],[21-83],High School,[ANY-JOB],36717
female,[North],[39-88],[ANY-EDUCATION],[ANY-JOB],28827
female,[North],[39-88],[ANY-EDUCATION],[ANY-JOB],32316
female,[North],[39-88],[ANY-EDUCATION],[ANY-JOB],33887
male,[Italy],[54-83],[ANY-EDUCATION],[ANY-JOB],29671
male,[Italy],[54-83],[ANY-EDUCATION],[ANY-JOB],26667
male,[Italy],[54-83],[ANY-EDUCATION],[ANY-JOB],55926
female,[Italy],[37-73],High School,[Arts],16755
female,[Italy],[37-73],High School,[Arts],28565
female,[Italy],[37-73],High School,[Arts],23644
[ANY-GENDER],[Italy],[54-89],[ANY-EDUCATION],[ANY-JOB],44378
[ANY-GENDER],[Italy],[54-89],[ANY-EDUCATION],[ANY-JOB],32345
[ANY-GENDER],[Italy],[54-89],[ANY-EDUCATION],[ANY-JOB],46442
[ANY-GENDER],[North],[51-81],[ANY-EDUCATION],[ANY-JOB],42801
[ANY-GENDER],[North],[51-81],[ANY-EDUCATION],[ANY-JOB],48372
[ANY-GENDER],[North],[51-81],[ANY-EDUCATION],[ANY-JOB],39078
[ANY-GENDER],[North],[46-79],[ANY-EDUCATION],[ANY-JOB],53740
[ANY-GENDER],[North],[46-79],[ANY-EDUCATION],[ANY-JOB],47925
[ANY-GENDER],[North],[46-79],[ANY-EDUCATION],[ANY-JOB],34823
[ANY-GENDER],[Italy],[30-46],[ANY-EDUCATION],[ANY-JOB],22451
[ANY-GENDER],[Italy],[30-46],[ANY-EDUCATION],[ANY-JOB],36258
[ANY-GENDER],[Italy],[30-46],[ANY-EDUCATION],[ANY-JOB],23885
[ANY-GENDER],[North],[38-82],High School,[Arts],27733
[ANY-GENDER],[North],[38-82],High School,[Arts],32990
[ANY-GENDER],[North],[38-82],High School,[Arts],29078
male,[Italy],[20-90],[ANY-EDUCATION],[ANY-JOB],26904
male,[Italy],[20-90],[ANY-EDUCATION],[ANY-JOB],31851
male,[Italy],[20-90],[ANY-EDUCATION],[ANY-JOB],37520
[ANY-GENDER],[South],[45-77],[ANY-EDUCATION],[ANY-JOB],69652
[ANY-GENDER],[South],[45-77],[ANY-EDUCATION],[ANY-JOB],33151
[ANY-GENDER],[South],[45-77],[ANY-EDUCATION],[ANY-JOB],30455
[ANY-GENDER],[Italy],[62-86],[ANY-EDUCATION],[ANY-JOB],21333
[ANY-GENDER],[Italy],[62-86],[ANY-EDUCATION],[ANY-JOB],35254
[ANY-GENDER],[Italy],[62-86],[ANY-EDUCATION],[ANY-JOB],37580
female,[Italy],[37-75],[ANY-EDUCATION],[ANY-JOB],34156
female,[Italy],[37-75],[ANY-EDUCATION],[ANY-JOB],59623
female,[Italy],[37-75],[ANY-EDUCATION],[ANY-JOB],20330
[ANY-GENDER],[Italy],[44-55],[ANY-EDUCATION],[ANY-JOB],20741
[ANY-GENDER],[Italy],[44-55],[ANY-EDUCATION],[ANY-JOB],31213
[ANY-GENDER],[Italy],[44-55],[ANY-EDUCATION],[ANY-JOB],22843
[ANY-GENDER],[Italy],[19-52],[ANY-EDUCATION],[ANY-JOB],35656
[ANY-GENDER],[Italy],[19-52],[ANY-EDUCATION],[ANY-JOB],48296
[ANY-GENDER],[Italy],[19-52],[ANY-EDUCATION],[ANY-JOB],45686
[ANY-GENDER],[Italy],[63-69],[ANY-EDUCATION],[ANY-JOB],63394
[ANY-GENDER],[Italy],[63-69],[ANY-EDUCATION],[ANY-JOB],32900
[ANY-GENDER],[Italy],[63-69],[ANY-EDUCATION],[ANY-JOB],29154
[ANY-GENDER],[Italy],[65-90],[Graduate School],[ANY-JOB],34387
[ANY-GENDER],[Italy],[65-90],[Graduate School],[ANY-JOB],66139
[ANY-GENDER],[Italy],[65-90],[Graduate School],[ANY-JOB],91405
[ANY-GENDER],[Italy],[50-75],[ANY-EDUCATION],[ANY-JOB],30125
[ANY-GENDER],[Italy],[50-75],[ANY-EDUCATION],[ANY-JOB],68491
[ANY-GENDER],[Italy],[50-75],[ANY-EDUCATION],[ANY-JOB],24213
female,[Italy],[44-67],[ANY-EDUCATION],[ANY-JOB],41275
female,[Italy],[44-67],[ANY-EDUCATION],[ANY-JOB],75420
female,[Italy],[44-67],[ANY-EDUCATION],[ANY-JOB],34769
male,[Toscana],[34-61],High School,[Factory],19883
male,[Toscana],[34-61],High School,[Factory],28927
male,[Toscana],[34-61],High School,[Factory],29304
male,[Italy],[44-69],[ANY-EDUCATION],[ANY-JOB],21371
male,[Italy],[44-69],[ANY-EDUCATION],[ANY-JOB],21322
male,[Italy],[44-69],[ANY-EDUCATION],[ANY-JOB],20904
female,[South],[31-77],High School,[ANY-JOB],29787
female,[South],[31-77],High School,[ANY-JOB],22064
female,[South],[31-77],High School,[ANY-JOB],27959
[ANY-GENDER],[Italy],[25-56],High School,[ANY-JOB],27630
[ANY-GENDER],[Italy],[25-56],High School,[ANY-JOB],22852
[ANY-GENDER],[Italy],[25-56],High School,[ANY-JOB],13969
[ANY-GENDER],[Italy],[58-78],[ANY-EDUCATION],[ANY-JOB],37344
[ANY-GENDER],[Italy],[58-78],[ANY-EDUCATION],[ANY-JOB],21229
[ANY-GENDER],[Italy],[58-78],[ANY-EDUCATION],[ANY-JOB],31821
[ANY-GENDER],[Italy],[51-76],[ANY-EDUCATION],[ANY-JOB],76286
[ANY-GENDER],[Italy],[51-76],[ANY-EDUCATION],[ANY-JOB],33881
[ANY-GENDER],[Italy],[51-76],[ANY-EDUCATION],[ANY-JOB],27663
[ANY-GENDER],[Italy],[30-71],[ANY-EDUCATION],[ANY-JOB],30053
[ANY-GENDER],[Italy],[30-71],[ANY-EDUCATION],[ANY-JOB],28083
[ANY-GENDER],[Italy],[30-71],[ANY-EDUCATION],[ANY-JOB],35651
[ANY-GENDER],[Italy],[30-75],[ANY-EDUCATION],[ANY-JOB],22316
[ANY-GENDER],[Italy],[30-75],[ANY-EDUCATION],[ANY-JOB],22898
[ANY-GENDER],[Italy],[30-75],[ANY-EDUCATION],[ANY-JOB],53836
female,[Italy],[20-48],[ANY-EDUCATION],[ANY-JOB],25868
female,[Italy],[20-48],[ANY-EDUCATION],[ANY-JOB],26243
female,[Italy],[20-48],[ANY-EDUCATION],[ANY-JOB],94287
male,[Italy],[42-58],[ANY-EDUCATION],[ANY-JOB],13249
male,[Italy],[42-58],[ANY-EDUCATION],[ANY-JOB],24427
male,[Italy],[42-58],[ANY-EDUCATION],[ANY-JOB],21821
female,[Italy],[19-90],[ANY-EDUCATION],[ANY-JOB],50544
female,[Italy],[19-90],[ANY-EDUCATION],[ANY-JOB],21214
female,[Italy],[19-90],[ANY-EDUCATION],[ANY-JOB],32331
female,[Italy],[42-67],[ANY-EDUCATION],[ANY-JOB],29803
female,[Italy],[42-67],[ANY-EDUCATION],[ANY-JOB],30416
female,[Italy],[42-67],[ANY-EDUCATION],[ANY-JOB],27330
[ANY-GENDER],[Italy],[50-62],[ANY-EDUCATION],[ANY-JOB],27545
[ANY-GENDER],[Italy],[50-62],[ANY-EDUCATION],[ANY-JOB],51008
[ANY-GENDER],[Italy],[50-62],[ANY-EDUCATION],[ANY-JOB],25562
[ANY-GENDER],[Italy],[20-72],[ANY-EDUCATION],[ANY-JOB],42498
[ANY-GENDER],[Italy],[20-72],[ANY-EDUCATION],[ANY-JOB],29426
[ANY-GENDER],[Italy],[20-72],[ANY-EDUCATION],[ANY-JOB],96448
[ANY-GENDER],[Italy],[23-69],High School,[ANY-JOB],29237
[ANY-GENDER],[Italy],[23-69],High School,[ANY-JOB],23491
[ANY-GENDER],[Italy],[23-69],High School,[ANY-JOB],24534
female,[South],[47-53],High School,[Arts],46599
female,[South],[47-53],High School,[Arts],43614
female,[South],[47-53],High School,[Arts],24218
[ANY-GENDER],[Italy],[41-87],[ANY-EDUCATION],[ANY-JOB],23962
[ANY-GENDER],[Italy],[41-87],[ANY-EDUCATION],[ANY-JOB],32503
[ANY-GENDER],[Italy],[41-87],[ANY-EDUCATION],[ANY-JOB],40668
[ANY-GENDER],[Italy],[20-87],[ANY-EDUCATION],[ANY-JOB],18186
[ANY-GENDER],[Italy],[20-87],[ANY-EDUCATION],[ANY-JOB],28140
[ANY-GENDER],[Italy],[20-87],[ANY-EDUCATION],[ANY-JOB],24621
female,[Italy],[26-68],[ANY-EDUCATION],[ANY-JOB],37922
female,[Italy],[26-68],[ANY-EDUCATION],[ANY-JOB],27704
female,[Italy],[26-68],[ANY-EDUCATION],[ANY-JOB],34467
female,[North],[64-89],[ANY-EDUCATION],[ANY-JOB],45124
female,[North],[64-89],[ANY-EDUCATION],[ANY-JOB],42385
female,[North],[64-89],[ANY-EDUCATION],[ANY-JOB],92216
[ANY-GENDER],[Italy],[18-82],High School,[ANY-JOB],42540
[ANY-GENDER],[Italy],[18-82],High School,[ANY-JOB],26975
[ANY-GENDER],[Italy],[18-82],High School,[ANY-JOB],32625
female,[Italy],[32-78],[ANY-EDUCATION],[ANY-JOB],35230
female,[Italy],[32-78],[ANY-EDUCATION],[ANY-JOB],46049
female,[Italy],[32-78],[ANY-EDUCATION],[ANY-JOB],20518
[ANY-GENDER],[Italy],[43-61],High School,[ANY-JOB],26734
[ANY-GENDER],[Italy],[43-61],High School,[ANY-JOB],33465
[ANY-GENDER],[Italy],[43-61],High School,[ANY-JOB],23587
[ANY-GENDER],[Italy],[32-55],[ANY-EDUCATION],[ANY-JOB],30694
[ANY-GENDER],[Italy],[32-55],[ANY-EDUCATION],[ANY-JOB],30734
[ANY-GENDER],[Italy],[32-55],[ANY-EDUCATION],[ANY-JOB],31056
[ANY-GENDER],[Italy],[31-66],[ANY-EDUCATION],[ANY-JOB],43001
[ANY-GENDER],[Italy],[31-66],[ANY-EDUCATION],[ANY-JOB],36707
[ANY-GENDER],[Italy],[31-66],[ANY-EDUCATION],[ANY-JOB],40954
[ANY-GENDER],[Italy],[20-77],[ANY-EDUCATION],[ANY-JOB],24552
[ANY-GENDER],[Italy],[20-77],[ANY-EDUCATION],[ANY-JOB],36861
[ANY-GENDER],[Italy],[20-77],[ANY-EDUCATION],[ANY-JOB],12621
[ANY-GENDER],[Italy],[39-71],High School,[ANY-JOB],23625
[ANY-GENDER],[Italy],[39-71],High School,[ANY-JOB],28537
[ANY-GENDER],[Italy],[39-71],High School,[ANY-JOB],14839
male,[Italy],[54-73],[ANY-EDUCATION],[ANY-JOB],61878
male,[Italy],[54-73],[ANY-EDUCATION],[ANY-JOB],23323
male,[Italy],[54-73],[ANY-EDUCATION],[ANY-JOB],20236
male,[North],[35-60],[ANY-EDUCATION],[ANY-JOB],36768
male,[North],[35-60],[ANY-EDUCATION],[ANY-JOB],39231
male,[North],[35-60],[ANY-EDUCATION],[ANY-JOB],45199
[ANY-GENDER],[Italy],[38-72],[ANY-EDUCATION],[ANY-JOB],28443
[ANY-GENDER],[Italy],[38-72],[ANY-EDUCATION],[ANY-JOB],14259
[ANY-GENDER],[Italy],[38-72],[ANY-EDUCATION],[ANY-JOB],33484
[ANY-GENDER],[Italy],[23-55],[ANY-EDUCATION],[ANY-JOB],21157
[ANY-GENDER],[Italy],[23-55],[ANY-EDUCATION],[ANY-JOB],30693
[ANY-GENDER],[Italy],[23-55],[ANY-EDUCATION],[ANY-JOB],19335
[ANY-GENDER],[Italy],[30-55],[ANY-EDUCATION],[ANY-JOB],30976
[ANY-GENDER],[Italy],[30-55],[ANY-EDUCATION],[ANY-JOB],34444
[ANY-GENDER],[Italy],[30-55],[ANY-EDUCATION],[ANY-JOB],69625
[ANY-GENDER],[Midlle],[52-71],[ANY-EDUCATION],[ANY-JOB],34203
[ANY-GENDER],[Midlle],[52-71],[ANY-EDUCATION],[ANY-JOB],33179
[ANY-GENDER],[Midlle],[52-71],[ANY-EDUCATION],[ANY-JOB],36647
[ANY-GENDER],[Italy],[28-83],[ANY-EDUCATION],[ANY-JOB],31608
[ANY-GENDER],[Italy],[28-83],[ANY-EDUCATION],[ANY-JOB],23167
[ANY-GENDER],[Italy],[28-83],[ANY-EDUCATION],[ANY-JOB],66126
female,[Italy],[31-76],[ANY-EDUCATION],[ANY-JOB],59017
female,[Italy],[31-76],[ANY-EDUCATION],[ANY-JOB],86741
female,[Italy],[31-76],[ANY-EDUCATION],[ANY-JOB],43271
[ANY-GENDER],[Italy],[28-75],[ANY-EDUCATION],[ANY-JOB],35484
[ANY-GENDER],[Italy],[28-75],[ANY-EDUCATION],[ANY-JOB],37391
[ANY-GENDER],[Italy],[28-75],[ANY-EDUCATION],[ANY-JOB],64774
female,[Italy],[31-78],[ANY-EDUCATION],[ANY-JOB],32388
female,[Italy],[31-78],[ANY-EDUCATION],[ANY-JOB],31813
female,[Italy],[31-78],[ANY-EDUCATION],[ANY-JOB],34447
[ANY-GENDER],[Italy],[28-68],[ANY-EDUCATION],[ANY-JOB],23483
[ANY-GENDER],[Italy],[28-68],[ANY-EDUCATION],[ANY-JOB],39509
[ANY-GENDER],[Italy],[28-68],[ANY-EDUCATION],[ANY-JOB],25322
male,[Sicilia ],[18-41],High School,[ANY-JOB],32698
male,[Sicilia ],[18-41],High School,[ANY-JOB],44116
male,[Sicilia ],[18-41],High School,[ANY-JOB],35526
[ANY-GENDER],[Italy],[37-85],[ANY-EDUCATION],[ANY-JOB],23411
[ANY-GENDER],[Italy],[37-85],[ANY-EDUCATION],[ANY-JOB],37653
[ANY-GENDER],[Italy],[37-85],[ANY-EDUCATION],[ANY-JOB],22727
[ANY-GENDER],[North],[37-78],[ANY-EDUCATION],[ANY-JOB],42200
[ANY-GENDER],[North],[37-78],[ANY-EDUCATION],[ANY-JOB],84408
[ANY-GENDER],[North],[37-78],[ANY-EDUCATION],[ANY-JOB],24778
[ANY-GENDER],[Italy],[27-73],High School,[ANY-JOB],30611
[ANY-GENDER],[Italy],[27-73],High School,[ANY-JOB],21695
[ANY-GENDER],[Italy],[27-73],High School,[ANY-JOB],10657
[ANY-GENDER],[Italy],[55-66],[ANY-EDUCATION],[ANY-JOB],44458
[ANY-GENDER],[Italy],[55-66],[ANY-EDUCATION],[ANY-JOB],75061
[ANY-GENDER],[Italy],[55-66],[ANY-EDUCATION],[ANY-JOB],27861
[ANY-GENDER],[Italy],[19-86],[ANY-EDUCATION],[ANY-JOB],34867
[ANY-GENDER],[Italy],[19-86],[ANY-EDUCATION],[ANY-JOB],25935
[ANY-GENDER],[Italy],[19-86],[ANY-EDUCATION],[ANY-JOB],36068
[ANY-GENDER],[Italy],[31-58],[ANY-EDUCATION],[ANY-JOB],26622
[ANY-GENDER],[Italy],[31-58],[ANY-EDUCATION],[ANY-JOB],58301
[ANY-GENDER],[Italy],[31-58],[ANY-EDUCATION],[ANY-JOB],35346
[ANY-GENDER],[North],[37-68],[ANY-EDUCATION],[ANY-JOB],28224
[ANY-GENDER],[North],[37-68],[ANY-EDUCATION],[ANY-JOB],40932
[ANY-GENDER],[North],[37-68],[ANY-EDUCATION],[ANY-JOB],22052
[ANY-GENDER],[Italy],[51-90],[ANY-EDUCATION],[ANY-JOB],23138
[ANY-GENDER],[Italy],[51-90],[ANY-EDUCATION],[ANY-JOB],28706
[ANY-GENDER],[Italy],[51-90],[ANY-EDUCATION],[ANY-JOB],44597
[ANY-GENDER],[Italy],[41-74],High School,[Arts],49122
[ANY-GENDER],[Italy],[41-74],High School,[Arts],34723
[ANY-GENDER],[Italy],[41-74],High School,[Arts],39266
[ANY-GENDER],[Italy],[35-73],[ANY-EDUCATION],[ANY-JOB],24964
[ANY-GENDER],[Italy],[35-73],[ANY-EDUCATION],[ANY-JOB],29937
[ANY-GENDER],[Italy],[35-73],[ANY-EDUCATION],[ANY-JOB],23800
[ANY-GENDER],[Italy],[32-64],[ANY-EDUCATION],[ANY-JOB],31448
[ANY-GENDER],[Italy],[32-64],[ANY-EDUCATION],[ANY-JOB],38164
[ANY-GENDER],[Italy],[32-64],[ANY-EDUCATION],[ANY-JOB],45189
[ANY-GENDER],[Italy],[33-59],[ANY-EDUCATION],[ANY-JOB],26855
[ANY-GENDER],[Italy],[33-59],[ANY-EDUCATION],[ANY-JOB],25496
[ANY-GENDER],[Italy],[33-59],[ANY-EDUCATION],[ANY-JOB],24165
[ANY-GENDER],[Italy],[26-84],[ANY-EDUCATION],[ANY-JOB],27626
[ANY-GENDER],[Italy],[26-84],[ANY-EDUCATION],[ANY-JOB],25734
[ANY-GENDER],[Italy],[26-84],[ANY-EDUCATION],[ANY-JOB],78212
[ANY-GENDER],[Italy],[33-85],[ANY-EDUCATION],[ANY-JOB],30467
[ANY-GENDER],[Italy],[33-85],[ANY-EDUCATION],[ANY-JOB],67622
[ANY-GENDER],[Italy],[33-85],[ANY-EDUCATION],[ANY-JOB],39234
[ANY-GENDER],[Italy],[66-74],[ANY-EDUCATION],[ANY-JOB],43809
[ANY-GENDER],[Italy],[66-74],[ANY-EDUCATION],[ANY-JOB],30954
[ANY-GENDER],[Italy],[66-74],[ANY-EDUCATION],[ANY-JOB],37702
female,[Italy],[27-85],[ANY-EDUCATION],[ANY-JOB],41084
female,[Italy],[27-85],[ANY-EDUCATION],[ANY-JOB],35813
female,[Italy],[27-85],[ANY-EDUCATION],[ANY-JOB],14463
[ANY-GENDER],[Italy],[36-77],[ANY-EDUCATION],[ANY-JOB],14859
[ANY-GENDER],[Italy],[36-77],[ANY-EDUCATION],[ANY-JOB],35147
[ANY-GENDER],[Italy],[36-77],[ANY-EDUCATION],[ANY-JOB],53509
[ANY-GENDER],[Italy],[56-85],[ANY-EDUCATION],[ANY-JOB],45723
[ANY-GENDER],[Italy],[56-85],[ANY-EDUCATION],[ANY-JOB],36489
[ANY-GENDER],[Italy],[56-85],[ANY-EDUCATION],[ANY-JOB],42197
female,[Italy],[30-75],[ANY-EDUCATION],[ANY-JOB],33992
female,[Italy],[30-75],[ANY-EDUCATION],[ANY-JOB],77569
female,[Italy],[30-75],[ANY-EDUCATION],[ANY-JOB],32481
[ANY-GENDER],[Italy],[47-90],[ANY-EDUCATION],[ANY-JOB],60876
[ANY-GENDER],[Italy],[47-90],[ANY-EDUCATION],[ANY-JOB],30506
[ANY-GENDER],[Italy],[47-90],[ANY-EDUCATION],[ANY-JOB],21272
female,[Italy],[47-55],[ANY-EDUCATION],[ANY-JOB],27066
female,[Italy],[47-55],[ANY-EDUCATION],[ANY-JOB],46119
female,[Italy],[47-55],[ANY-EDUCATION],[ANY-JOB],36165
[ANY-GENDER],[Italy],[61-77],[ANY-EDUCATION],[ANY-JOB],60787
[ANY-GENDER],[Italy],[61-77],[ANY-EDUCATION],[ANY-JOB],31232
[ANY-GENDER],[Italy],[61-77],[ANY-EDUCATION],[ANY-JOB],43867
[ANY-GENDER],[Italy],[58-69],[ANY-EDUCATION],[ANY-JOB],26383
[ANY-GENDER],[Italy],[58-69],[ANY-EDUCATION],[ANY-JOB],38825
[ANY-GENDER],[Italy],[58-69],[ANY-EDUCATION],[ANY-JOB],39592
[ANY-GENDER],[Italy],[40-79],[ANY-EDUCATION],[ANY-JOB],37812
[ANY-GENDER],[Italy],[40-79],[ANY-EDUCATION],[ANY-JOB],56418
[ANY-GENDER],[Italy],[40-79],[ANY-EDUCATION],[ANY-JOB],17396
[ANY-GENDER],[Italy],[40-65],[ANY-EDUCATION],[ANY-JOB],30518
[ANY-GENDER],[Italy],[40-65],[ANY-EDUCATION],[ANY-JOB],41012
[ANY-GENDER],[Italy],[40-65],[ANY-EDUCATION],[ANY-JOB],39588
[ANY-GENDER],[South],[37-86],[ANY-EDUCATION],[ANY-JOB],42198
[ANY-GENDER],[South],[37-86],[ANY-EDUCATION],[ANY-JOB],31635
[ANY-GENDER],[South],[37-86],[ANY-EDUCATION],[ANY-JOB],37789
male,[Italy],[52-78],Doctoral Degree,[ANY-JOB],36715
male,[Italy],[52-78],Doctoral Degree,[ANY-JOB],36596
male,[Italy],[52-78],Doctoral Degree,[ANY-JOB],87822
[ANY-GENDER],[Italy],[35-86],High School,[Arts],46771
[ANY-GENDER],[Italy],[35-86],High School,[Arts],34086
[ANY-GENDER],[Italy],[35-86],High School,[Arts],31760
[ANY-GENDER],[Italy],[27-72],[ANY-EDUCATION],[ANY-JOB],31198
[ANY-GENDER],[Italy],[27-72],[ANY-EDUCATION],[ANY-JOB],28527
[ANY-GENDER],[Italy],[27-72],[ANY-EDUCATION],[ANY-JOB],58029
female,[Italy],[39-71],[ANY-EDUCATION],[ANY-JOB],34697
female,[Italy],[39-71],[ANY-EDUCATION],[ANY-JOB],15372
female,[Italy],[39-71],[ANY-EDUCATION],[ANY-JOB],32919
[ANY-GENDER],[Italy],[29-38],[ANY-EDUCATION],[ANY-JOB],26744
[ANY-GENDER],[Italy],[29-38],[ANY-EDUCATION],[ANY-JOB],68744
[ANY-GENDER],[Italy],[29-38],[ANY-EDUCATION],[ANY-JOB],26682
[ANY-GENDER],[Italy],[49-79],High School,[ANY-JOB],22173
[ANY-GENDER],[Italy],[49-79],High School,[ANY-JOB],28198
[ANY-GENDER],[Italy],[49-79],High School,[ANY-JOB],42450
male,[Italy],[65-88],[ANY-EDUCATION],[ANY-JOB],49640
male,[Italy],[65-88],[ANY-EDUCATION],[ANY-JOB],36845
male,[Italy],[65-88],[ANY-EDUCATION],[ANY-JOB],55597
[ANY-GENDER],[Italy],[23-44],[ANY-EDUCATION],[ANY-JOB],17930
[ANY-GENDER],[Italy],[23-44],[ANY-EDUCATION],[ANY-JOB],38353
[ANY-GENDER],[Italy],[23-44],[ANY-EDUCATION],[ANY-JOB],39501
[ANY-GENDER],[Italy],[32-78],[ANY-EDUCATION],[ANY-JOB],27417
[ANY-GENDER],[Italy],[32-78],[ANY-EDUCATION],[ANY-JOB],23244
